Tipo_Noticia,Texto,Classificação,Percentual_Negativa,Percentual_Positiva,Percentual_Neutra,Data_Cadastro
Outros,festival de arte ecologica reune artistas e ambientalistas em atividades gratuitas,Neutra,11.6,21.1,67.3,2025-05-08 00:00:00
Poluição,volume de microplasticos encontrados em praias atinge niveis alarmantes,Negativa,86.2,6.7,7.1,2025-05-08 00:00:00
Conservação,apoio internacional fortalece protecao de areas costeiras ameacadas,Positiva,9.0,78.9,12.1,2025-05-08 00:00:00
Queimadas,relatorios mostram falha na prevencao de incendios em unidades de conservacao,Negativa,87.6,6.0,6.4,2025-05-08 00:00:00
Restauração Ecológica,grupo de estudantes transforma area abandonada em floresta urbana,Positiva,9.3,78.2,12.5,2025-05-08 00:00:00
Mudanças Climáticas,aumento da temperatura eleva consumo de energia e sobrecarrega sistema eletrico,Negativa,85.1,7.3,7.6,2025-05-08 00:00:00
Biodiversidade,santuario ecologico amplia area de protecao apos doacoes voluntarias,Positiva,8.9,78.7,12.4,2025-05-08 00:00:00
Políticas Públicas,projeto comunitario recebe reconhecimento nacional por inovacao ambiental,Positiva,10.0,76.7,13.3,2025-05-08 00:00:00
Tecnologia Ambiental,equipamento usa inteligencia artificial para prever riscos de erosao,Positiva,9.6,77.8,12.6,2025-05-08 00:00:00
Desmatamento,satelites registram novos focos de desmate em regiao de fronteira agricola,Negativa,88.5,5.5,6.0,2025-05-08 00:00:00
Outros,cursos tecnicos gratuitos capacitam jovens em sustentabilidade e gestao ambiental,Neutra,11.4,21.2,67.4,2025-05-08 00:00:00
Queimadas,fogo atinge reserva ambiental e moradores sao retirados as pressas,Negativa,88.3,5.8,5.9,2025-05-08 00:00:00
Restauração Ecológica,projeto leva arborizacao urbana a bairros perifericos com apoio da comunidade,Positiva,9.5,78.3,12.2,2025-05-08 00:00:00
Mudanças Climáticas,elevacao do nivel do mar ameaca comunidades costeiras do nordeste,Negativa,86.4,6.2,7.4,2025-05-08 00:00:00
Biodiversidade,voluntarios constroem abrigo para animais resgatados em area de reflorestamento,Positiva,9.1,78.8,12.1,2025-05-08 00:00:00
Políticas Públicas,lei obriga instalacao de telhado verde em novos predios publicos,Positiva,10.2,76.4,13.4,2025-05-08 00:00:00
Tecnologia Ambiental,estudantes criam dispositivo de baixo custo para filtrar agua de rios,Positiva,9.8,77.5,12.7,2025-05-08 00:00:00
Desmatamento,relatorio aponta aumento recorde na derrubada de florestas tropicais,Negativa,89.7,5.0,5.3,2025-05-08 00:00:00
Outros,feira ambiental reune startups e escolas para debater sustentabilidade,Neutra,11.7,20.7,67.6,2025-05-08 00:00:00
Poluição,acumulo de lixo compromete abastecimento de agua em cidade do interior,Negativa,85.5,6.9,7.6,2025-05-08 00:00:00
Conservação,ong internacional doa recursos para proteger ecossistemas ameacados,Positiva,9.9,78.0,12.1,2025-05-08 00:00:00
Queimadas,incendios consomem vegetacao e ameacam rodovias importantes,Negativa,88.5,5.7,6.0,2025-05-08 00:00:00
Restauração Ecológica,comunidade transforma lixao desativado em parque ecologico,Positiva,9.6,78.1,12.4,2025-05-08 00:00:00
Mudanças Climáticas,aumento de temperaturas impacta colheita e reduz produtividade agricola,Negativa,85.3,7.1,7.6,2025-05-08 00:00:00
Biodiversidade,pesquisadores identificam ave rara em area antes degradada,Positiva,8.7,79.2,12.1,2025-05-08 00:00:00
Políticas Públicas,incentivo federal amplia cobertura vegetal urbana em grandes cidades,Positiva,10.5,75.8,13.7,2025-05-08 00:00:00
Tecnologia Ambiental,sistema inteligente controla irrigacao com base em sensores climaticos,Positiva,9.4,78.4,12.2,2025-05-08 00:00:00
Desmatamento,areas ilegais sao descobertas durante operacao de fiscalizacao,Negativa,89.2,5.4,5.6,2025-05-08 00:00:00
Outros,museu lanca exposicao sobre mudancas no clima e o futuro do planeta,Neutra,12.1,20.5,67.4,2025-05-08 00:00:00
Poluição,denuncia revela despejo de esgoto industrial em rio urbano,Negativa,86.6,6.3,7.1,2025-05-08 00:00:00
Conservação,novas reservas sao criadas para preservar biomas ameacados,Positiva,9.7,78.6,12.3,2025-05-08 00:00:00
Queimadas,grande incendio obriga suspensao de aulas e fechamento de comercios,Negativa,88.1,6.0,6.1,2025-05-08 00:00:00
Restauração Ecológica,empresa privada planta milhares de arvores como compensacao ambiental,Positiva,9.2,78.9,12.0,2025-05-08 00:00:00
Mudanças Climáticas,mudanca no regime de chuvas afeta abastecimento e reservatorios,Negativa,85.9,6.6,7.2,2025-05-08 00:00:00
Biodiversidade,iniciativa local promove soltura de animais reabilitados na natureza,Positiva,8.9,79.0,12.1,2025-05-08 00:00:00
Políticas Públicas,governo lanca plataforma de monitoramento ambiental com dados abertos,Positiva,10.8,75.7,13.5,2025-05-08 00:00:00
Tecnologia Ambiental,rede de sensores detecta contaminacao em tempo real e previne tragedias,Positiva,9.5,78.2,12.4,2025-05-08 00:00:00
Desmatamento,fronteiras agricolas pressionam areas preservadas e geram conflitos,Negativa,89.0,5.5,5.9,2025-05-08 00:00:00
Outros,documentario brasileiro ganha premio por mostrar a vida em reservas extrativistas,Neutra,11.3,21.1,67.6,2025-05-08 00:00:00
Poluição,poluicao sonora afeta fauna em parques urbanos segundo novo estudo,Negativa,86.8,6.1,7.0,2025-05-08 00:00:00
Conservação,pescadores criam sistema de rodizio para proteger fauna aquatica,Positiva,9.0,78.7,12.3,2025-05-08 00:00:00
Queimadas,areas devastadas por fogo levam decadas para se recuperar naturalmente,Negativa,88.9,5.6,5.8,2025-05-08 00:00:00
Restauração Ecológica,plantio de arvores frutiferas melhora renda de pequenos agricultores,Positiva,9.3,78.5,12.4,2025-05-08 00:00:00
Mudanças Climáticas,fenomeno climatico intenso causa danos a infraestrutura urbana,Negativa,86.0,6.4,7.1,2025-05-08 00:00:00
Biodiversidade,cientistas encontram especie de planta considerada extinta,Positiva,8.6,79.3,12.1,2025-05-08 00:00:00
Políticas Públicas,estudo mostra impacto positivo de politicas ambientais na saude publica,Positiva,10.3,76.1,13.4,2025-05-08 00:00:00
Tecnologia Ambiental,nanotecnologia e usada para limpar residuos toxicos do solo,Positiva,9.6,78.3,12.2,2025-05-08 00:00:00
Desmatamento,expansao urbana invade areas protegidas e compromete corredores ecologicos,Negativa,89.4,5.2,5.7,2025-05-08 00:00:00
Outros,projeto educacional leva sustentabilidade para escolas publicas,Neutra,11.2,21.3,67.5,2025-05-08 00:00:00
Poluição,plataforma online permite denunciar crimes ambientais de forma anonima,Neutra,11.0,21.5,67.5,2025-05-08 00:00:00
Conservação,sitios arqueologicos ganham protecao ambiental por risco de erosao,Positiva,8.8,79.1,12.1,2025-05-08 00:00:00
Queimadas,faiscas de motor geram incendio em area de protecao ambiental,Negativa,88.4,5.9,6.1,2025-05-08 00:00:00
Restauração Ecológica,convenio entre instituicoes publicas gera viveiros para reflorestamento,Positiva,9.1,78.6,12.3,2025-05-08 00:00:00
Mudanças Climáticas,alagamentos se tornam mais frequentes em areas urbanas mal planejadas,Negativa,85.6,6.7,7.3,2025-05-08 00:00:00
Biodiversidade,pesca sustentavel aumenta populacao de especies nativas em manguezais,Positiva,9.0,78.8,12.2,2025-05-08 00:00:00
Políticas Públicas,nova legislacao ambiental preve punicoes mais severas a desmatadores,Positiva,10.6,75.6,13.8,2025-05-08 00:00:00
Tecnologia Ambiental,dados de satelite auxiliam mapeamento de areas de risco ambiental,Positiva,9.7,77.6,12.7,2025-05-08 00:00:00
Desmatamento,grileiros avancam sobre areas de preservacao e desafiam autoridades,Negativa,89.5,5.1,5.4,2025-05-08 00:00:00
Outros,ecoturismo cresce e gera empregos em regioes com areas preservadas,Neutra,11.1,21.4,67.5,2025-05-08 00:00:00
Poluição,chuvas fortes arrastam lixo para os rios e aumentam risco de enchentes,Negativa,86.7,6.3,7.2,2025-05-08 00:00:00
Conservação,cidade lanca plano diretor para preservar nascentes e corredores verdes,Positiva,9.8,78.1,12.5,2025-05-08 00:00:00
Queimadas,fumaca de incendios florestais encobre cidade e afeta voos domesticos,Negativa,88.6,5.8,5.6,2025-05-08 00:00:00
Restauração Ecológica,jovens revitalizam area abandonada com hortas comunitarias e flores,Positiva,9.4,78.2,12.4,2025-05-08 00:00:00
Mudanças Climáticas,ondas de calor aumentam internacoes por desidratacao em idosos,Negativa,85.2,6.8,8.0,2025-05-08 00:00:00
Biodiversidade,nova lei protege habitats marinhos e proibe pesca predatoria,Positiva,9.6,78.9,11.5,2025-05-08 00:00:00
Políticas Públicas,cidade ganha plano para estimular transporte sustentavel e arborizacao,Positiva,10.4,76.2,13.4,2025-05-08 00:00:00
Tecnologia Ambiental,empresa desenvolve tinta que purifica o ar ao ser aplicada em paredes,Positiva,9.9,77.8,12.3,2025-05-08 00:00:00
Desmatamento,expansao ilegal do agronegocio compromete matas nativas,Negativa,89.3,5.4,5.3,2025-05-08 00:00:00
Outros,festival ambiental atrai publico para oficinas sobre reciclagem e arte,Neutra,11.5,21.0,67.5,2025-05-08 00:00:00
Poluição,falta de coleta regular agrava acumulo de lixo em bairros perifericos,Negativa,86.9,6.2,6.9,2025-05-08 00:00:00
Conservação,prefeitura cria programa para adocao de pracas e areas verdes,Positiva,9.2,78.7,12.1,2025-05-08 00:00:00
Queimadas,ventos fortes espalham chamas e dificultam acao dos bombeiros,Negativa,88.7,5.7,6.0,2025-05-08 00:00:00
Restauração Ecológica,escola rural transforma patio em mini floresta com ajuda de alunos,Positiva,9.3,78.6,12.1,2025-05-08 00:00:00
Mudanças Climáticas,escassez de chuvas obriga racionamento de agua em municipios,Negativa,85.4,6.7,7.4,2025-05-08 00:00:00
Biodiversidade,reserva estadual registra nascimento de especie ameacada de extincao,Positiva,9.1,79.0,12.2,2025-05-08 00:00:00
Políticas Públicas,nova lei permite que escolas utilizem energia solar com isencao fiscal,Positiva,10.7,75.9,13.4,2025-05-08 00:00:00
Tecnologia Ambiental,aplicativo calcula pegada de carbono e sugere mudancas sustentaveis,Positiva,9.8,77.9,12.3,2025-05-08 00:00:00
Desmatamento,ocupacoes irregulares avancam sobre areas de mata preservada,Negativa,89.1,5.5,5.5,2025-05-08 00:00:00
Outros,exposicao sobre rios e florestas percorre escolas publicas do estado,Neutra,11.6,20.9,67.5,2025-05-08 00:00:00
Poluição,material toxico e encontrado proximo a comunidade sem saneamento,Negativa,86.3,6.4,7.3,2025-05-08 00:00:00
Conservação,trilha ecologica e reaberta apos recuperacao de vegetacao nativa,Positiva,9.5,78.5,12.0,2025-05-08 00:00:00
Queimadas,zona rural enfrenta evacuacoes por risco de queimadas em fazendas,Negativa,88.3,5.9,5.8,2025-05-08 00:00:00
Restauração Ecológica,moradores criam jardim filtrante para tratar agua de esgoto,Positiva,9.7,78.1,12.2,2025-05-08 00:00:00
Mudanças Climáticas,aquecimento reduz areas propicias para cultivo de alimentos basicos,Negativa,85.1,6.9,7.5,2025-05-08 00:00:00
Biodiversidade,grupo mapeia arvores centenarias e propoe tombamento ambiental,Positiva,8.8,79.3,11.9,2025-05-08 00:00:00
Políticas Públicas,campanha incentiva reuso de agua em casas e comercios,Positiva,10.1,76.5,13.2,2025-05-08 00:00:00
Tecnologia Ambiental,sensor portatil identifica poluicao em corpos dagua com precisao,Positiva,9.4,78.3,12.3,2025-05-08 00:00:00
Desmatamento,proprietarios rurais desrespeitam limite de reserva legal em suas terras,Negativa,89.6,5.3,5.2,2025-05-08 00:00:00
Outros,projeto cultural leva teatro sobre meio ambiente para comunidades isoladas,Neutra,11.0,21.7,67.3,2025-05-08 00:00:00
Poluição,odor forte de fabrica causa desconforto em bairros proximos ao complexo,Negativa,87.2,6.0,6.8,2025-05-08 00:00:00
Conservação,arvores raras sao identificadas em mata urbana e recebem protecao,Positiva,9.0,79.1,11.9,2025-05-08 00:00:00
Queimadas,area agricola tem prejuizos apos fogo destruir parte da colheita,Negativa,88.8,5.6,6.1,2025-05-08 00:00:00
Restauração Ecológica,estudantes criam viveiro de mudas para reflorestar encostas,Positiva,9.6,78.4,12.1,2025-05-08 00:00:00
Mudanças Climáticas,derretimento de geleiras preocupa cientistas e ameaca biodiversidade,Negativa,85.8,6.5,7.6,2025-05-08 00:00:00
Biodiversidade,centro de pesquisa registra retorno de animais silvestres apos replantio,Positiva,9.2,78.8,12.0,2025-05-08 00:00:00
Tecnologia Ambiental,laboratorio nacional testa material biodegradavel feito de residuos organicos,Positiva,9.3,78.5,12.2,2025-05-08 00:00:00
Desmatamento,acao coordenada identifica desmatamento com drones e prende responsaveis,Negativa,89.0,5.4,5.6,2025-05-08 00:00:00
Outros,lideres comunitarios recebem formacao para educacao ambiental em periferias,Neutra,11.4,21.1,67.5,2025-05-08 00:00:00
Poluição,estuario sofre com lancamento de efluentes de estacao clandestina,Negativa,86.2,6.5,7.0,2025-05-08 00:00:00
Conservação,plano de manejo fortalece protecao de unidades de conservacao estaduais,Positiva,9.1,78.9,12.1,2025-05-08 00:00:00
Queimadas,fogo atinge reserva de protecao permanente e destroi hectares de vegetacao causando prejuizos irreparaveis a fauna e flora locais,Negativa,88.4,5.9,5.7,2025-05-08 00:00:00
Restauração Ecológica,moradores de vila costeira se unem para reflorestar manguezal degradado plantando mudas nativas com apoio de ongs,Positiva,9.5,78.1,12.4,2025-05-08 00:00:00
Mudanças Climáticas,estudos indicam que cidades litoraneas poderao enfrentar inundacoes frequentes devido a elevacao do nivel do mar,Negativa,85.7,6.6,7.7,2025-05-08 00:00:00
Biodiversidade,grupo de pesquisadores descobre nova especie de ave em floresta preservada reforcando a importancia da conservacao,Positiva,9.3,78.6,12.1,2025-05-08 00:00:00
Políticas Públicas,governo estadual aprova subsidio para pequenas propriedades que investem em energias renovaveis como solar e eolica,Positiva,10.2,76.8,13.0,2025-05-08 00:00:00
Tecnologia Ambiental,empresa lanca telha inteligente capaz de captar energia solar e enviar dados climaticos em tempo real para analise ambiental,Positiva,9.6,77.7,12.7,2025-05-08 00:00:00
Desmatamento,regiao amazonica registra aumento no desmatamento devido a extracao ilegal de madeira segundo relatorio de fiscalizacao federal,Negativa,89.5,5.3,5.2,2025-05-08 00:00:00
Outros,museu ambiental itinerante leva conhecimento sobre biomas brasileiros para criancas e jovens em escolas publicas e comunitarias,Neutra,11.5,21.2,67.3,2025-05-08 00:00:00
Poluição,cidade industrial enfrenta problemas respiratorios na populacao por conta da emissao de particulas toxicas em dias secos e sem vento,Negativa,87.1,6.1,6.8,2025-05-08 00:00:00
Conservação,ong cria programa de apadrinhamento de trilhas ecologicas permitindo que cidadaos cuidem de areas naturais proximas,Positiva,9.0,79.2,11.8,2025-05-08 00:00:00
Queimadas,alunos sao retirados de escola rural apos incendio se aproximar da area urbana e dificultar visibilidade das estradas,Negativa,88.6,5.7,5.7,2025-05-08 00:00:00
Restauração Ecológica,bairro periferico transforma terrenos baldios em hortas comunitarias e jardins colaborativos com apoio de mutiroes,Positiva,9.7,78.3,12.0,2025-05-08 00:00:00
Mudanças Climáticas,seca prolongada compromete abastecimento de agua e forca suspensao temporaria de irrigacao em diversas lavouras,Negativa,85.5,6.8,7.7,2025-05-08 00:00:00
Biodiversidade,cientistas registram pela primeira vez comportamento inedito de felinos selvagens em mata atlantica conservada,Positiva,9.1,79.1,11.8,2025-05-08 00:00:00
Políticas Públicas,prefeitura adota modelo de coleta seletiva porta a porta em parceria com cooperativas de reciclagem locais,Positiva,10.0,77.0,13.0,2025-05-08 00:00:00
Tecnologia Ambiental,universidade publica desenvolve drone autonomo para monitorar areas de risco ambiental e alertar sobre desmatamento,Positiva,9.8,78.0,12.2,2025-05-08 00:00:00
Desmatamento,desmatamento avanca sobre terras indigenas provocando conflitos e impactos a cultura local segundo liderancas comunitarias,Negativa,89.4,5.4,5.2,2025-05-08 00:00:00
Outros,centro cultural realiza festival de arte sustentavel com oficinas de reutilizacao de materiais e exposicoes tematicas,Neutra,11.1,21.5,67.4,2025-05-08 00:00:00
Poluição,manancial urbano sofre com despejo de esgoto domestico sem tratamento prejudicando a fauna aquatica e a saude publica,Negativa,86.7,6.3,7.0,2025-05-08 00:00:00
Conservação,reserva natural recebe recursos para implantacao de sistema de vigilancia e combate ao trafico de animais silvestres,Positiva,9.4,78.8,11.8,2025-05-08 00:00:00
Queimadas,bombeiros lutam ha dias para conter fogo que se espalhou por vegetacao seca nas encostas de serra afetando o turismo local,Negativa,88.2,5.9,5.9,2025-05-08 00:00:00
Restauração Ecológica,jovens lideram iniciativa de reflorestamento urbano plantando arvores em calcadas escolas e pracas da cidade,Positiva,9.6,78.5,11.9,2025-05-08 00:00:00
Mudanças Climáticas,produtores rurais relatam queda na produtividade de graos devido a padroes climaticos imprevisiveis e extremos,Negativa,85.9,6.6,7.5,2025-05-08 00:00:00
Biodiversidade,programa de protecao de corais mostra sinais de recuperacao apos medidas de controle de pesca e turismo desordenado,Positiva,9.2,79.0,11.8,2025-05-08 00:00:00
Políticas Públicas,cidade aprova lei que exige areas verdes minimas em novos empreendimentos habitacionais para melhorar qualidade de vida,Positiva,10.1,76.9,13.0,2025-05-08 00:00:00
Tecnologia Ambiental,pesquisadores testam bioplastico feito de bagaco de cana como alternativa para embalagens industriais,Positiva,9.3,78.6,12.1,2025-05-08 00:00:00
Desmatamento,area protegida sofre com invasoes e queimadas criminosas que desafiam a fiscalizacao e alarmam ambientalistas,Negativa,89.2,5.5,5.3,2025-05-08 00:00:00
Outros,projeto audiovisual documenta historias de comunidades afetadas por eventos climaticos extremos em regioes costeiras,Neutra,11.3,21.3,67.4,2025-05-08 00:00:00
Poluição,empresa e multada por despejar residuos industriais em solo sem tratamento adequado ameacando aquiferos subterraneos,Negativa,87.3,6.0,6.7,2025-05-08 00:00:00
Conservação,voluntarios limpam praia e retiram mais de uma tonelada de lixo promovendo conscientizacao ambiental entre moradores,Positiva,9.5,78.7,11.8,2025-05-08 00:00:00
Queimadas,relatorio aponta que incendios no cerrado triplicaram nos ultimos dois meses colocando em risco especies nativas e areas de protecao permanente,Negativa,91.2,4.8,4.0,2025-05-08 00:00:00
Restauração Ecológica,moradores de cidade do interior realizam mutirao ecologico para revitalizar nascente degradada com apoio tecnico de universidades,Positiva,8.2,81.3,10.5,2025-05-08 00:00:00
Mudanças Climáticas,climatologistas alertam que ondas de calor mais frequentes tendem a afetar a saude de populacoes vulneraveis em centros urbanos,Negativa,87.9,6.1,6.0,2025-05-08 00:00:00
Biodiversidade,descoberta de nova variedade de planta medicinal na caatinga reacende debates sobre preservacao da flora brasileira,Positiva,9.5,80.0,10.5,2025-05-08 00:00:00
Políticas Públicas,camara municipal aprova plano de arborizacao urbana que prioriza especies nativas e promove corredores ecologicos,Positiva,10.0,78.4,11.6,2025-05-08 00:00:00
Tecnologia Ambiental,centro de pesquisa desenvolve sistema automatizado de monitoramento de rios utilizando sensores e inteligencia artificial,Positiva,8.7,79.1,12.2,2025-05-08 00:00:00
Desmatamento,organizacoes denunciam avanco de desmatamento em areas de floresta atlantica comprometendo reservas legais,Negativa,90.3,5.0,4.7,2025-05-08 00:00:00
Outros,alunos criam campanha educativa sobre residuos solidos e realizam acoes de limpeza em bairros perifericos,Neutra,13.3,21.0,65.7,2025-05-08 00:00:00
Poluição,cidade enfrenta aumento de poluentes atmosfericos devido ao excesso de veiculos antigos circulando em vias urbanas,Negativa,86.4,6.7,6.9,2025-05-08 00:00:00
Conservação,comunidade indigena fortalece cultura ancestral ao proteger territorio com praticas sustentaveis e mapeamento ambiental,Positiva,9.1,80.5,10.4,2025-05-08 00:00:00
Queimadas,fogo atinge area de parque nacional e destroi habitats importantes para reproducao de aves migratorias,Negativa,88.7,5.5,5.8,2025-05-08 00:00:00
Restauração Ecológica,projeto planta mais de cinquenta mil mudas em areas urbanas degradadas com foco em reducao de ilhas de calor,Positiva,8.5,80.7,10.8,2025-05-08 00:00:00
Mudanças Climáticas,aumento na frequencia de chuvas intensas causa deslizamentos em zonas de risco e forca evacuacao de familias,Negativa,89.1,5.9,5.0,2025-05-08 00:00:00
Biodiversidade,iniciativa internacional seleciona reservas brasileiras como prioritarias para conservacao de especies ameacadas,Positiva,9.4,79.6,11.0,2025-05-08 00:00:00
Políticas Públicas,prefeitura inicia programa que remunera agricultores familiares que preservam matas ciliares e nascentes,Positiva,9.2,78.9,11.9,2025-05-08 00:00:00
Tecnologia Ambiental,startup nacional lanca solucao de reaproveitamento de agua da chuva com foco em habitacoes populares,Positiva,9.0,80.2,10.8,2025-05-08 00:00:00
Desmatamento,expansao de monoculturas ameaca biodiversidade em regioes de mata fechada com aumento de areas devastadas,Negativa,91.0,4.7,4.3,2025-05-08 00:00:00
Outros,jovens desenvolvem jogo educativo sobre sustentabilidade e reciclagem para escolas publicas,Neutra,12.0,22.0,66.0,2025-05-08 00:00:00
Poluição,empresa e investigada por despejo de residuos quimicos que atingiram fonte de abastecimento de cidade vizinha,Negativa,89.4,5.3,5.3,2025-05-08 00:00:00
Conservação,instituicao lanca projeto de educacao ambiental que atende escolas rurais com aulas praticas em reservas naturais,Positiva,8.9,81.1,10.0,2025-05-08 00:00:00
Queimadas,municipio decreta situacao de emergencia apos queimadas destruirem grandes areas de cultivo agricola,Negativa,88.0,6.1,5.9,2025-05-08 00:00:00
Restauração Ecológica,area urbana ganha viveiro municipal com mudas nativas para reflorestamento de encostas e areas publicas,Positiva,9.6,79.5,10.9,2025-05-08 00:00:00
Mudanças Climáticas,pesquisa aponta que mudancas climaticas intensificam periodos de seca prolongada no centro oeste brasileiro,Negativa,87.5,6.9,5.6,2025-05-08 00:00:00
Biodiversidade,programa de conservacao marinha garante refugio seguro para especies como tartarugas golfinhos e peixes ornamentais,Positiva,9.1,79.8,11.1,2025-05-08 00:00:00
Políticas Públicas,governo firma convenio com universidades para mapeamento de areas prioritarias para preservacao,Positiva,10.4,77.9,11.7,2025-05-08 00:00:00
Tecnologia Ambiental,sistema de compostagem automatizado promete reduzir emissao de gases em centros urbanos e gerar adubo organico,Positiva,8.8,80.9,10.3,2025-05-08 00:00:00
Desmatamento,regioes de mata atlantica perdem cobertura florestal aceleradamente por conta de obras de infraestrutura sem licenciamento,Negativa,89.8,5.6,4.6,2025-05-08 00:00:00
Outros,professores organizam feira ambiental com exposicoes sobre agua energia residuos e alimentacao saudavel,Neutra,11.5,20.0,68.5,2025-05-08 00:00:00
Poluição,relatorio tecnico mostra contaminacao de solo agricola por agrotoxicos proibidos em regioes produtoras,Negativa,90.1,5.1,4.8,2025-05-08 00:00:00
Conservação,reserva ambiental e reconhecida internacionalmente por boas praticas em manejo sustentavel e pesquisa de campo,Positiva,9.0,80.1,10.9,2025-05-08 00:00:00
Desmatamento,grandes areas de floresta nativa sao convertidas em pastagem sem autorizacao ambiental agravando crise hidrica local,Negativa,91.2,4.3,4.5,2025-05-08 00:00:00
Tecnologia Ambiental,pesquisadores desenvolvem drone capaz de identificar areas degradadas e semear especies nativas automaticamente,Positiva,7.8,83.2,9.0,2025-05-08 00:00:00
Poluição,industrias localizadas proximas a rios ignoram normas ambientais e provocam aumento da turbidez da agua,Negativa,89.5,5.2,5.3,2025-05-08 00:00:00
Mudanças Climáticas,cidades litoraneas enfrentam riscos com a elevacao do nivel do mar colocando comunidades pesqueiras em alerta,Negativa,87.0,8.1,4.9,2025-05-08 00:00:00
Conservação,organizacao nao governamental consegue proteger mil hectares de mata com apoio comunitario e financiamento internacional,Positiva,9.1,82.0,8.9,2025-05-08 00:00:00
Restauração Ecológica,projeto de reflorestamento recupera areas criticas com especies nativas e cria microclimas favoraveis a fauna,Positiva,8.2,80.3,11.5,2025-05-08 00:00:00
Políticas Públicas,plano nacional de descarbonizacao inclui incentivos para agricultura regenerativa em pequenos e medios produtores,Positiva,9.3,79.6,11.1,2025-05-08 00:00:00
Biodiversidade,estudo aponta que polinizacao natural esta sendo prejudicada pelo uso indiscriminado de agrotoxicos em lavouras,Negativa,88.8,5.6,5.6,2025-05-08 00:00:00
Outros,grupo de jovens promove ciclo de debates sobre justica climatica e equidade ambiental em escolas publicas,Neutra,13.3,21.1,65.6,2025-05-08 00:00:00
Queimadas,imagem de satelite revela avanco de queimadas em terras indigenas causando perda de biodiversidade,Negativa,90.4,5.1,4.5,2025-05-08 00:00:00
Tecnologia Ambiental,universidade publica cria aplicativo para monitoramento de emissao de carbono por veiculos urbanos,Positiva,8.5,81.0,10.5,2025-05-08 00:00:00
Desmatamento,avaliacao de orgao ambiental aponta perda acelerada de vegetacao nativa em areas de transicao do bioma amazonico,Negativa,89.9,6.0,4.1,2025-05-08 00:00:00
Conservação,iniciativa em comunidade tradicional promove uso sustentavel da floresta para geracao de renda com baixo impacto,Positiva,10.0,78.4,11.6,2025-05-08 00:00:00
Poluição,pesquisa cientifica revela contaminacao de peixes por metais pesados em rios que cortam areas industriais,Negativa,90.0,6.0,4.0,2025-05-08 00:00:00
Mudanças Climáticas,populacoes de regioes semiaridas enfrentam escassez de agua com maior frequencia por conta do aquecimento global,Negativa,88.5,5.7,5.8,2025-05-08 00:00:00
Restauração Ecológica,viveiro municipal distribui mudas para reflorestamento de encostas e criacao de corredores ecologicos,Positiva,9.0,81.5,9.5,2025-05-08 00:00:00
Políticas Públicas,novo marco legal do saneamento basico acelera obras e amplia acesso a agua tratada em comunidades rurais,Positiva,8.9,79.3,11.8,2025-05-08 00:00:00
Outros,campanha escolar mobiliza alunos para coleta de lixo eletronico e descarte adequado de baterias e pilhas,Neutra,14.5,18.2,67.3,2025-05-08 00:00:00
Queimadas,levantamento mostra que areas protegidas nao estao imunes a incendios e precisam de planos de contingencia eficazes,Negativa,87.6,7.2,5.2,2025-05-08 00:00:00
Biodiversidade,naturalistas observam queda significativa de especies de abelhas em regioes agricolas altamente mecanizadas,Negativa,88.2,5.5,6.3,2025-05-08 00:00:00
Tecnologia Ambiental,firma de biotecnologia cria enzima capaz de acelerar a decomposicao de residuos plasticos sem gerar poluentes,Positiva,8.1,82.4,9.5,2025-05-08 00:00:00
Desmatamento,investigacoes apontam que desmatamento ilegal tem ligacao com lavagem de dinheiro e grilagem de terras publicas,Negativa,91.7,4.2,4.1,2025-05-08 00:00:00
Conservação,fazendas familiares aderem a praticas agroecologicas com apoio de tecnicos ambientais e projetos governamentais,Positiva,7.9,82.0,10.1,2025-05-08 00:00:00
Poluição,volume de microplasticos detectados em mananciais proximos a zonas urbanas cresce de forma alarmante,Negativa,90.6,5.0,4.4,2025-05-08 00:00:00
Mudanças Climáticas,relatorios indicam que eventos extremos como enchentes e secas simultaneas estao mais frequentes em regioes tropicais,Negativa,88.3,6.5,5.2,2025-05-08 00:00:00
Outros,alunos criam painel informativo sobre ciclo da agua e importancia da preservacao de nascentes,Neutra,12.5,20.0,67.5,2025-05-08 00:00:00
Restauração Ecológica,acao conjunta entre voluntarios e ongs resulta no plantio de sessenta mil arvores em cinturao verde urbano,Positiva,9.4,80.6,10.0,2025-05-08 00:00:00
Queimadas,areas de cultivo extensivo contribuem para propagacao descontrolada de focos de incendio em periodos de estiagem,Negativa,89.1,6.4,4.5,2025-05-08 00:00:00
Políticas Públicas,municipio implanta programa de coleta seletiva porta a porta com meta de reducao de cinquenta por cento dos residuos,Positiva,10.3,78.2,11.5,2025-05-08 00:00:00
Biodiversidade,comunidades ribeirinhas relatam desaparecimento gradual de especies de peixes e moluscos por alteracao na qualidade da agua,Negativa,87.2,7.0,5.8,2025-05-08 00:00:00
Tecnologia Ambiental,nova tecnologia de reciclagem transforma pneus usados em asfalto ecologico com menor emissao de carbono,Positiva,9.5,81.3,9.2,2025-05-08 00:00:00
Queimadas,incendios florestais avancam sobre areas protegidas e ameacam a biodiversidade em importantes corredores ecologicos,Negativa,90.1,5.2,4.7,2025-05-08 00:00:00
Restauração Ecológica,comunidade quilombola inicia reflorestamento de encostas degradadas garantindo seguranca hidrica e recuperacao do solo,Positiva,9.4,80.5,10.1,2025-05-08 00:00:00
